;Select one;;
Egypt;Port Said;Port Said Airport;PSD
Egypt;Sharm El Sheikh;Sharm El Sheikh International Airport;SSH
Egypt;Sharq Al-Owainat;Shark El Oweinat International Airport;GSQ
Egypt;Sohag;Sohag International Airport;HMB
Egypt;St. Catherine;St Catherine International Airport;SKV
Egypt;Taba;Taba International Airport;TCP
El Salvador;San Salvador;Monseñor Óscar Arnulfo Romero International Airport;SAL
Equatorial Guinea;Bata;Bata Airport;BSG
Equatorial Guinea;Malabo;Malabo Airport;SSG
Equatorial Guinea;San Antonio de Pale;Annobón Airport;NBN
Eritrea;Asmara;Asmara International Airport;ASM
Eritrea;Assab;Assab International Airport;ASA
Eritrea;Massawa;Massawa International Airport;MSW
Estonia;Kardla;Kärdla Airport;KDL
Estonia;Kuressaare;Kuressaare Airport;URE
Estonia;Parnu;Pärnu Airport;EPU
Estonia;Tallinn-ulemiste International;Lennart Meri Tallinn Airport;TLL
Estonia;Tartu;Tartu Airport;TAY
Ethiopia;Addis Ababa;Addis Ababa Bole International Airport;ADD
Ethiopia;Arba Minch;Arba Minch Airport;AMH
Ethiopia;Asosa;Asosa Airport;ASO
Ethiopia;Awasa;Awassa Airport;AWA
Ethiopia;Axum;Axum Airport;AXU
Ethiopia;Baco;Baco Airport;BCO
Ethiopia;Bahar Dar;Bahir Dar Airport;BJR
Ethiopia;Beica;Beica Airport;BEI
Ethiopia;Debre Marqos;Debra Marcos Airport;DBM
Ethiopia;Debre Tabor;Debre Tabor Airport;DBT
Ethiopia;Debre Zeyit;Harar Meda Airport;QHR
Ethiopia;Dembidollo;Dembidollo Airport;DEM
Ethiopia;Dessie;Combolcha Airport;DSE
Ethiopia;Dire Dawa;Aba Tenna Dejazmach Yilma International Airport;DIR
Ethiopia;Gambella;Gambella Airport;GMB
Ethiopia;Goba;Robe Airport;GOB
Ethiopia;Gode;Gode Airport;GDE
Ethiopia;Gondar;Gonder Airport;GDQ
Ethiopia;Gore;Gore Airport;GOR
Ethiopia;Humera;Humera Airport;HUE
Ethiopia;Jijiga;Wilwal International Airport;JIJ
Ethiopia;Jimma;Jimma Airport;JIM
Ethiopia;Kabri Dehar;Kabri Dehar Airport;ABK
Ethiopia;Lalibella;Lalibella Airport;LLI
Ethiopia;Makale;Mekele Airport;MQX
Ethiopia;Mekane Selam;Mekane Selam Airport;MKS
Ethiopia;Mizan Teferi;Mizan Teferi Airport;MTF
Ethiopia;Tippi;Tippi Airport;TIE
Falkland Islands;Mount Pleasant;Mount Pleasant Airport;MPN
Falkland Islands;Stanley;Port Stanley Airport;PSY
Faroe Islands;Vagar;Vagar Airport;FAE
Fiji;Cicia;Cicia Airport;ICI
Fiji;Koro Island;Koro Island Airport;KXF
Fiji;Lakeba Island;Lakeba Island Airport;LKB
Fiji;Lambasa;Labasa Airport;LBS
Fiji;Laucala;Laucala Island Airport;LUC
Fiji;Levuka;Levuka Airfield;LEV
Fiji;Malolo Lailai Island;Malolo Lailai Island Airport;PTF
Fiji;Mana Island;Mana Island Airport;MNF
Fiji;Matei;Matei Airport;TVU
Fiji;Moala;Moala Airport;MFJ
Fiji;Nandi;Nadi International Airport;NAN
Fiji;Nausori;Nausori International Airport;SUV
Fiji;Ngau;Ngau Airport;NGI
Fiji;Rotuma;Rotuma Airport;RTA
Fiji;Savusavu;Savusavu Airport;SVU
Fiji;Turtle Island;Turtle Island Seaplane Base;TTL
Fiji;Vanua Balavu;Vanua Balavu Airport;VBV
Fiji;Vunisea;Vunisea Airport;KDV
Fiji;Yasawa Island;Yasawa Island Airport;YAS
Finland;Enontekio;Enontekio Airport;ENF
Finland;Halli;Halli Airport;KEV
Finland;Helsinki;Helsinki Malmi Airport;HEM
Finland;Helsinki;Helsinki Vantaa Airport;HEL
Finland;Hyvinkaa;Hyvinkää Airfield;HYV
Finland;Ivalo;Ivalo Airport;IVL
Finland;Joensuu;Joensuu Airport;JOE
Finland;Jyvaskyla;Jyvaskyla Airport;JYV
Finland;Kajaani;Kajaani Airport;KAJ
Finland;Kauhajoki;Kauhajoki Airport;KHJ
Finland;Kauhava;Kauhava Airport;KAU
Finland;Kemi;Kemi-Tornio Airport;KEM
Finland;Kitee;Kitee Airport;KTQ
Finland;Kittila;Kittilä Airport;KTT
Finland;Kruunupyy;Kokkola-Pietarsaari Airport;KOK
Finland;Kuopio;Kuopio Airport;KUO
Finland;Kuusamo;Kuusamo Airport;KAO
Finland;Lappeenranta;Lappeenranta Airport;LPP
Finland;Mariehamn;Mariehamn Airport;MHQ
Finland;Mikkeli;Mikkeli Airport;MIK
Finland;Oulu;Oulu Airport;OUL
Finland;Pori;Pori Airport;POR
Finland;Rovaniemi;Rovaniemi Airport;RVN
Finland;Savonlinna;Savonlinna Airport;SVL
Finland;Seinäjoki / Ilmajoki;Seinäjoki Airport;SJY
Finland;Sodankyla;Sodankyla Airport;SOT
Finland;Tampere;Tampere-Pirkkala Airport;TMP
Finland;Turku;Turku Airport;TKU
Finland;Utti;Utti Air Base;UTI
Finland;Vaasa;Vaasa Airport;VAA
Finland;Varkaus;Varkaus Airport;VRK
Finland;Vesivehmaa;Lahti Vesivehmaa Airport;QLF
Finland;Ylivieska-raudaskyla;Ylivieska Airfield;YLI
France;Abbeville;Abbeville;XAB
France;Agen;Agen-La Garenne Airport;AGF
France;Ajaccio;Ajaccio-Napoléon Bonaparte Airport;AJA
France;Ajaccio;Méribel Altiport;MFX
France;Albert;Albert-Bray Airport;BYF
France;Albi;Albi-Le Séquestre Airport;LBI
France;Angers/Marcé;Angers-Loire Airport;ANE
France;Angouleme;Angoulême-Brie-Champniers Airport;ANG
France;Annecy;Annecy-Haute-Savoie-Mont Blanc Airport;NCY
France;Annemasse;Annemasse Airport;QNJ
France;Aubenas-vals-lanas;Aubenas-Ardèche Méridional Airport;OBS
France;Aurillac;Aurillac Airport;AUR
France;Auxerre;Auxerre-Branches Airport;AUF
France;Avignon;Avignon-Caumont Airport;AVN
France;Bastia;Bastia-Poretta Airport;BIA
France;Beauvais;Paris Beauvais Tillé Airport;BVA
France;Belfort;Fontaine Airport;BOR
France;Bergerac;Bergerac-Roumanière Airport;EGC
France;Beziers;Béziers-Vias Airport;BZR
France;Biarritz-bayonne;Biarritz-Anglet-Bayonne Airport;BIQ
France;Bordeaux;Bordeaux-Mérignac Airport;BOD
France;Bourges;Bourges Airport;BOU
France;Brest;Brest Bretagne Airport;BES
France;Brive;Brive Souillac Airport;BVE
France;Caen;Caen-Carpiquet Airport;CFR
France;Cahors;Cahors-Lalbenque Airport;ZAO
France;Calais;Calais-Dunkerque Airport;CQF
France;Calvi;Calvi-Sainte-Catherine Airport;CLY
France;Cannes;Cannes-Mandelieu Airport;CEQ
France;Carcassonne;Carcassonne Airport;CCF
France;Castres;Castres-Mazamet Airport;DCM
France;Chalons;Châlons-Vatry Airport;XCR
France;Chambery;Chambéry-Savoie Airport;CMF
France;Charleville;Charleville-Mézières Airport;XCZ
France;Chateauroux;"Châteauroux-Déols ""Marcel Dassault"" Airport";CHR
France;Cherbourg;Cherbourg-Maupertus Airport;CER
France;Cholet;Cholet Le Pontreau Airport;CET
France;Clermont-Ferrand;Clermont-Ferrand Auvergne Airport;CFE
France;Cognac;Cognac-Châteaubernard (BA 709) Air Base;CNG
France;Colmar;Colmar-Houssen Airport;CMR
France;Courcheval;Courchevel Airport;CVF
France;Creil;Creil Air Base;CSF
France;Deauville;Deauville-Saint-Gatien Airport;DOL
France;Dijon;Dijon-Bourgogne Airport;DIJ
France;Dinard;Dinard-Pleurtuit-Saint-Malo Airport;DNR
France;Dole;Dole-Tavaux Airport;DLE
France;Epinal;Épinal-Mirecourt Airport;EPL
France;Evreux;Évreux-Fauville (BA 105) Air Base;EVX
France;Figari;Figari Sud-Corse Airport;FSC
France;Frejus;Fréjus Airport;FRJ
France;Granville;Granville Airport;GFR
France;Grenoble;Grenoble-Isère Airport;GNB
France;Gustavia;Gustaf III Airport;SBH
France;Hyeres;Toulon-Hyères Airport;TLN
France;Île d'Yeu;Île d'Yeu Airport;IDY
France;La Baule;La Baule-Escoublac Airport;LBY
France;La Môle;La Môle Airport;LTT
France;La Roche-sur-yon;La Roche-sur-Yon Airport;EDM
France;La Rochelle;La Rochelle-Île de Ré Airport;LRH
France;Landivisiau;Landivisiau Air Base;LDV
France;Lannion;Lannion-Côte de Granit Airport;LAI
France;Laval;Laval-Entrammes Airport;LVA
France;Le Castellet;Le Castellet Airport;CTT
France;Le Havre;Le Havre Octeville Airport;LEH
France;Le Mans;Le Mans-Arnage Airport;LME
France;Le Puy;Le Puy-Loudes Airport;LPY
France;Le Tourquet;Le Touquet-Côte d'Opale Airport;LTQ
France;Lille;Lille-Lesquin Airport;LIL
France;Limoges;Limoges Airport;LIG
France;Lorient;Lorient South Brittany (Bretagne Sud) Airport;LRT
France;Lyon;Lyon Saint-Exupéry Airport;LYS
France;Lyon;Lyon-Bron Airport;LYN
France;Marseille;Marseille Provence Airport;MRS
France;Maubeuge;Maubeuge-Élesmes Airport;XME
France;Mende;Mende-Brenoux Airfield;MEN
France;Merville;Merville-Calonne Airport;HZB
France;Metz;Metz-Frescaty (BA 128) Air Base;MZM
France;Metz;Metz-Nancy-Lorraine Airport;ETZ
France;Montauban;Montauban Airport;XMW
France;Montlucon-gueret;Montluçon-Guéret Airport;MCU
France;Montpellier;Montpellier-Méditerranée Airport;MPL
France;Morlaix;Morlaix-Ploujean Airport;MXN
France;Mulhouse;EuroAirport Basel-Mulhouse-Freiburg Airport;BSL
France;Nancy;Nancy-Essey Airport;ENC
France;Nantes;Nantes Atlantique Airport;NTE
France;Nevers;Nevers-Fourchambault Airport;NVS
France;Nice;Nice-Côte d'Azur Airport;NCE
France;Nimes;Nîmes-Arles-Camargue Airport;FNI
France;Niort;Niort-Souché Airport;NIT
France;Orange;Orange-Caritat (BA 115) Air Base;XOG
France;Orleans;Orléans-Bricy (BA 123) Air Base;ORE
France;Paris;Charles de Gaulle International Airport;CDG
France;Paris;Paris-Le Bourget Airport;LBG
France;Paris;Paris-Orly Airport;ORY
France;Pau;Pau Pyrénées Airport;PUF
France;Perigueux;Périgueux-Bassillac Airport;PGX
France;Perpignan;Perpignan-Rivesaltes (Llabanère) Airport;PGF
France;Poitiers;Poitiers-Biard Airport;PIS
France;Pontoise;Pontoise - Cormeilles-en-Vexin Airport;POX
France;Propriano;Propriano Airport;PRP
France;Quimper;Quimper-Cornouaille Airport;UIP
France;Reims;Reims-Champagne (BA 112) Air Base;RHE
France;Rennes;Rennes-Saint-Jacques Airport;RNS
France;Roanne;Roanne-Renaison Airport;RNE
France;Rochefort;Rochefort-Saint-Agnant (BA 721) Airport;RCO
France;Rodez;Rodez-Marcillac Airport;RDZ
France;Rouen;Rouen Airport;URO
France;Royan;Royan-Médis Airport;RYN
France;Solenzara;Solenzara (BA 126) Air Base;SOZ
France;St-Etienne;Saint-Étienne-Bouthéon Airport;EBU
France;St.-brieuc Armor;Saint-Brieuc-Armor Airport;SBK
France;St.-nazaire;Saint-Nazaire-Montoir Airport;SNR
France;St.-yan;Saint-Yan Airport;SYT
France;Strasbourg;Strasbourg Airport;SXB
France;Tarbes;Tarbes-Lourdes-Pyrénées Airport;LDE
France;Toulouse;Toulouse-Blagnac Airport;TLS
France;Tours;Tours-Val-de-Loire Airport;TUF
France;Toussous-le-noble;Toussus-le-Noble Airport;TNF
France;Valence;Valence-Chabeuil Airport;VAF
France;Valenciennes;Valenciennes-Denain Airport;XVS
France;Vannes;Vannes-Meucon Airport;VNE
France;Verdun;Megève Airport;MVV
France;Vichy;Vichy-Charmeil Airport;VHY
France;Villacoublay;Villacoublay-Vélizy (BA 107) Air Base;VIY
French Guiana;Cayenne;Cayenne-Rochambeau Airport;CAY
French Guiana;Grand-Santi;Grand-Santi Airport;GSI
French Guiana;Maripasoula;Maripasoula Airport;MPY
French Guiana;Saint-Laurent-du-Maroni;Saint-Laurent-du-Maroni Airport;LDX
French Guiana;Saul;Saúl Airport;XAU
French Guiana;St.-georges Oyapock;Saint-Georges-de-l'Oyapock Airport;OYP
French Polynesia;Ahe;Ahe Airport;AHE
French Polynesia;Anaa;Anaa Airport;AAA
French Polynesia;Apataki;Apataki Airport;APK
French Polynesia;Arutua;Arutua Airport;AXR
French Polynesia;Bora Bora;Bora Bora Airport;BOB
French Polynesia;Faaite;Faaite Airport;FAC
French Polynesia;Fakarava;Fakarava Airport;FAV
French Polynesia;Fangatau;Fangatau Airport;FGU
French Polynesia;Hao Island;Hao Airport;HOI
French Polynesia;Hikueru;Hikueru Atoll Airport;HHZ
French Polynesia;Hiva-oa;Hiva Oa-Atuona Airport;AUQ
French Polynesia;Huahine Island;Huahine-Fare Airport;HUH
French Polynesia;Kauehi;Kauehi Airport;KHZ
French Polynesia;Kaukura Atoll;Kaukura Airport;KKR
French Polynesia;Makemo;Makemo Airport;MKP
French Polynesia;Manihi;Manihi Airport;XMH
French Polynesia;Mataiva;Mataiva Airport;MVT
French Polynesia;Maupiti;Maupiti Airport;MAU
French Polynesia;Moorea;Moorea Airport;MOZ
French Polynesia;Napuka;Napuka Island Airport;NAU
French Polynesia;Niau;Naiu Airport;NIU
French Polynesia;Nuku Hiva;Nuku Hiva Airport;NHV
French Polynesia;Nukutavake;Nukutavake Airport;NUK
French Polynesia;Papeete;Faa'a International Airport;PPT
French Polynesia;Puka Puka;Puka Puka Airport;PKP
French Polynesia;Pukarua;Pukarua Airport;PUK
French Polynesia;Raiatea Island;Raiatea Airport;RFP
French Polynesia;Raivavae;Raivavae Airport;RVV
French Polynesia;Rangiroa;Rangiroa Airport;RGI
French Polynesia;Raroia;Raroia Airport;RRR
French Polynesia;Reao;Reao Airport;REA
French Polynesia;Rimatara;Rimatara Airport;RMT
French Polynesia;Rurutu;Rurutu Airport;RUR
French Polynesia;Takapoto;Takapoto Airport;TKP
French Polynesia;Takaroa;Takaroa Airport;TKX
French Polynesia;Tatakoto;Tatakoto Airport;TKV
French Polynesia;Tetiaroa;Tetiaroa Airport;TTI
French Polynesia;Tikehau;Tikehau Airport;TIH
French Polynesia;Totegegie;Totegegie Airport;GMR
French Polynesia;Tubuai;Tubuai Airport;TUB
French Polynesia;Tureia;Tureia Airport;ZTA
French Polynesia;Ua Huka;Ua Huka Airport;UAH
French Polynesia;Ua Pou;Ua Pou Airport;UAP
French Polynesia;Vahitahi;Vahitahi Airport;VHZ
Gabon;Bitam;Bitam Airport;BMM
Gabon;Franceville;M'Vengue El Hadj Omar Bongo Ondimba International Airport;MVB
Gabon;Koulamoutou;Koulamoutou Mabimbi Airport;KOU
Gabon;Lambarene;Lambarene Airport;LBQ
Gabon;Libreville;Libreville Leon M'ba International Airport;LBV
Gabon;Makokou;Makokou Airport;MKU
Gabon;Mayumba;Mayumba Airport;MYB
Gabon;Mouila;Mouilla Ville Airport;MJL
Gabon;Okondja;Okondja Airport;OKN
Gabon;Omboue Hospial;Omboue Hopital Airport;OMB
Gabon;Oyem;Oyem Airport;OYE
Gabon;Port Gentil;Port Gentil Airport;POG
Gabon;Tchibanga;Tchibanga Airport;TCH
Gambia;Banjul;Banjul International Airport;BJL
Georgia;Batumi;Batumi International Airport;BUS
Georgia;Kutaisi;Kopitnari Airport;KUT
Georgia;Sukhumi;Sukhumi Dranda Airport;SUI
Georgia;Tbilisi;Tbilisi International Airport;TBS
Germany;Aachen;Aachen-Merzbrück Airport;AAH
Germany;Altenburg;Altenburg-Nobitz Airport;AOC
Germany;Augsburg;Augsburg Airport;AGB
Germany;Baltrum;Baltrum Airport;BMR
Germany;Barth;Barth Airport;BBH
Germany;Bayreuth;Bayreuth Airport;BYU
Germany;Berlin;Berlin-Schönefeld Airport;SXF
Germany;Berlin;Berlin-Tegel Airport;TXL
Germany;Berlin;Berlin-Tempelhof International Airport;THF
Germany;Bielefeld;Bielefeld Airport;BFE
Germany;Birburg;Bitburg Airport;BBJ
Germany;Borkum;Borkum Airport;BMK
Germany;Braunschweig;Braunschweig-Wolfsburg Airport;BWE
Germany;Bremen;Bremen Airport;BRE
Germany;Bremerhaven;Bremerhaven Airport;BRV
Germany;Burg Feuerstein;Burg Feuerstein Airport;URD
Germany;Büsum;Heide-Büsum Airport;HEI
Germany;Celle;Celle Airport;ZCN
Germany;Cochstedt;Cochstedt Airport;CSO
Germany;Cologne;Cologne Bonn Airport;CGN
Germany;Cottbus;Cottbus-Drewitz Airport;CBU
Germany;Donaueschingen;Donaueschingen-Villingen Airport;ZQL
Germany;Dortmund;Dortmund Airport;DTM
Germany;Dresden;Dresden Airport;DRS
Germany;Duesseldorf;Düsseldorf Airport;DUS
Germany;Egelsbach;Frankfurt-Egelsbach Airport;QEF
Germany;Eisenach;Eisenach-Kindel Airport;EIB
Germany;Emden;Emden Airport;EME
Germany;Erfurt;Erfurt Airport;ERF
Germany;Essen;Essen Mulheim Airport;ESS
Germany;Flensburg;Flensburg-Schäferhaus Airport;FLF
Germany;Frankfurt;Frankfurt am Main Airport;FRA
Germany;Friedrichshafen;Friedrichshafen Airport;FDH
Germany;Fritzlar;Fritzlar Airport;FRZ
Germany;Fuerstenfeldbruck;Fürstenfeldbruck Air Base;FEL
Germany;Geilenkirchen;Geilenkirchen Air Base;GKE
Germany;Giebelstadt;Giebelstadt Army Air Field;GHF
Germany;Guetersloh;Gütersloh Air Base;GUT
Germany;Hahn;Frankfurt-Hahn Airport;HHN
Germany;Hamburg;Hamburg Airport;HAM
Germany;Hamburg;Hamburg-Finkenwerder Airport;XFW
Germany;Hanau;Hanau Army Air Field;ZNF
Germany;Hannover;Hannover Airport;HAJ
Germany;Helgoland;Helgoland-Düne Airport;HGL
Germany;Heringsdorf;Heringsdorf Airport;HDF
Germany;Hof;Hof-Plauen Airport;HOQ
Germany;Ingolstadt;Ingolstadt Manching Airport;IGS
Germany;Juist;Juist Airport;JUI
Germany;Karlsruhe/Baden-Baden;Karlsruhe Baden-Baden Airport;FKB
Germany;Kassel;Kassel-Calden Airport;KSF
Germany;Kempten;Emporia Municipal Airport;EMP
Germany;Kiel;Kiel-Holtenau Airport;KEL
Germany;Kitzingen;Flugplatz Kitzingen;KZG
Germany;Koethen;Köthen Airport;KOQ
Germany;Laage;Rostock-Laage Airport;RLG
Germany;Lahr;Lahr Airport;LHA
Germany;Langeoog;Langeoog Airport;LGO
Germany;Leipzig;Leipzig/Halle Airport;LEJ
Germany;Lindau;Hunt Field;LND
Germany;Luebeck;Lübeck Blankensee Airport;LBC
Germany;Magdeburg;"Magdeburg ""City"" Airport";ZMG
Germany;Mannheim;Mannheim-City Airport;MHG
Germany;Memmingen;Memmingen Allgau Airport;FMM
Germany;Moenchengladbach;Mönchengladbach Airport;MGL
Germany;Munich;Munich Airport;MUC
Germany;Munster;Münster Osnabrück Airport;FMO
Germany;Neubrandenburg;Neubrandenburg Airport;FNB
Germany;Neumuenster;Neumünster Airport;EUM
Germany;Norden;Norden-Norddeich Airport;NOD
Germany;Norderney;Norderney Airport;NRD
Germany;Nordholz;Nordholz Naval Airbase;FCN
Germany;Nuernberg;Nuremberg Airport;NUE
Germany;Oberpfaffenhofen;Oberpfaffenhofen Airport;OBF
Germany;Paderborn;Paderborn Lippstadt Airport;PAD
Germany;Parchim;Schwerin Parchim Airport;SZW
Germany;Peenemunde;Peenemünde Airport;PEF
Germany;Ramstein;Ramstein Air Base;RMS
Germany;Rechlin-laerz;Rechlin-Lärz Airport;REB
Germany;Riesa;Riesa-Göhlis Airport;IES
Germany;Ruegen;Rügen Airport;GTI
Germany;Saarbruecken;Saarbrücken Airport;SCN
Germany;Sankt Peter-Ording;St. Peter-Ording Airport;PSH
Germany;Sankt-Augustin;Bonn-Hangelar Airport;BNJ
Germany;Schleswig;Schleswig Air Base;WBG
Germany;Schoenhagen;Schönhagen Airport;QXH
Germany;Siegerland;Siegerland Airport;SGE
Germany;Spangdahlem;Spangdahlem Air Base;SPM
Germany;Straubing;Straubing Airport;RBM
Germany;Stuttgart;Stuttgart Airport;STR
Germany;Wangerooge;Wangerooge Airport;AGE
Germany;Weeze;Weeze Airport;NRN
Germany;Westerland;Westerland Sylt Airport;GWT
Germany;Wiesbaden;Wiesbaden Army Airfield;WIE
Germany;Wilhelmshaven;Wilhelmshaven-Mariensiel Airport;WVN
Germany;Zweibruecken;Zweibrücken Airport;ZQW
Ghana;Accra;Kotoka International Airport;ACC
Ghana;Kumasi;Kumasi Airport;KMS
Ghana;Sunyani;Sunyani Airport;NYI
Ghana;Takoradi;Takoradi Airport;TKD
Ghana;Tamale;Tamale Airport;TML
Gibraltar;Gibraltar;Gibraltar Airport;GIB
Greece;Agrinion;Agrinion Air Base;AGQ
Greece;Alexandroupolis;Dimokritos Airport;AXD
Greece;Andravida;Andravida Air Base;PYR
Greece;Astypalaia;Astypalaia Airport;JTY
Greece;Athens;Athen Helenikon Airport;HEW
Greece;Athens;Eleftherios Venizelos International Airport;ATH
Greece;Chania;Chania International Airport;CHQ
Greece;Chios;Chios Island National Airport;JKH
Greece;Cyclades Islands;Naxos Airport;JNX
Greece;Heraklion;Heraklion International Nikos Kazantzakis Airport;HER
Greece;Ikaria;Ikaria Airport;JIK
Greece;Ioannina;Ioannina Airport;IOA
Greece;Kalamata;Kalamata Airport;KLX
Greece;Kalymnos;Kalymnos Airport;JKL
Greece;Karpathos;Karpathos Airport;AOK
Greece;Kasos;Kasos Airport;KSJ
Greece;Kastelorizo;Kastelorizo Airport;KZS
Greece;Kastoria;Kastoria National Airport;KSO
Greece;Kavala;Alexander the Great International Airport;KVA
Greece;Keffallinia;Kefallinia Airport;EFL
Greece;Kerkyra/corfu;Ioannis Kapodistrias International Airport;CFU
Greece;Kithira;Kithira Airport;KIT
Greece;Kos;Kos Airport;KGS
Greece;Kozani;Filippos Airport;KZI
Greece;Larissa;Larisa Airport;LRA
Greece;Leros;Leros Airport;LRS
Greece;Limnos;Limnos Airport;LXS
Greece;Milos;Milos Airport;MLO
Greece;Mykonos;Mikonos Airport;JMK
Greece;Mytilini;Mytilene International Airport;MJT
Greece;Nea Anghialos;Nea Anchialos Airport;VOL
Greece;Paros;Paros National Airport;PAS
Greece;Patras;Araxos Airport;GPA
Greece;Porto Heli;Porto Cheli Airport;PKH
Greece;Preveza;Aktion National Airport;PVK
Greece;Rhodos;Diagoras Airport;RHO
Greece;Samos;Samos Airport;SMI
Greece;Sitia;Sitia Airport;JSH
Greece;Skiathos;Skiathos Island National Airport;JSI
Greece;Skiros;Skiros Airport;SKU
Greece;Sparti;Sparti Airport;SPJ
Greece;Syros Island;Syros Airport;JSY
Greece;Thessaloniki;Thessaloniki Macedonia International Airport;SKG
Greece;Thira;Santorini Airport;JTR
Greece;Zakynthos;"Zakynthos International Airport ""Dionysios Solomos""";ZTH
Greenland;Aasiaat;Aasiaat Airport;JEG
Greenland;Alluitsup Paa;Alluitsup Paa Heliport;LLU
Greenland;Attu;Attu Heliport;QGQ
Greenland;Eqalugaarsuit;Eqalugaarsuit Heliport;QFG
Greenland;Godthaab;Godthaab / Nuuk Airport;GOH
Greenland;Ikamiut;Ikamiut Heliport;QJI
Greenland;Ikerasaarsuk;Ikerassaarsuk Heliport;QRY
Greenland;Ilimanaq;Ilimanaq Heliport;XIQ
Greenland;Ilulissat;Ilulissat Airport;JAV
Greenland;Ittoqqortoormiit;Ittoqqortoormiit Heliport;OBY
Greenland;Kangaatsiaq;Kangaatsiaq Heliport;QPW
Greenland;Kitsissuarsuit;Kitsissuarsuit Heliport;QJE
Greenland;Maniitsoq;Maniitsoq Airport;JSU
Greenland;Nanortalik;Nanortalik Heliport;JNN
Greenland;Narsaq;Narsaq Heliport;JNS
Greenland;Narssarssuaq;Narsarsuaq Airport;UAK
Greenland;Neerlerit Inaat;Neerlerit Inaat Airport;CNP
Greenland;Paamiut;Paamiut Heliport;JFR
Greenland;Qaanaaq;Qaanaaq Airport;NAQ
Greenland;Qaqortoq;Qaqortoq Heliport;JJU
Greenland;Qasigiannguit;Qasigiannguit Heliport;JCH
Greenland;Qeqertaq;Qeqertaq Heliport;QQT
Greenland;Qeqertarsuaq Airport;Qeqertarsuaq Heliport;JGO
Greenland;Sisimiut;Sisimiut Airport;JHS
Greenland;Sondrestrom;Kangerlussuaq Airport;SFJ
Greenland;Thule;Thule Air Base;THU
